RMS,Peak_Amplitude,Num_Peaks,ZCR,Amplitude_Range,Spread_Ratio,IQR_Ratio,Spectral_Centroid_Hz,Low_Band_Ratio,High_Band_Ratio,Env_RMS,Env_Peak,Mean_Interval,Std_Interval,Waveform_Skew,Waveform_Kurt,Top1_Bin_Energy,Top1_Bin_Center,Top2_Bin_Energy,Top2_Bin_Center,Top3_Bin_Energy,Top3_Bin_Center,Top4_Bin_Energy,Top4_Bin_Center,Top5_Bin_Energy,Top5_Bin_Center,Top6_Bin_Energy,Top6_Bin_Center,Top7_Bin_Energy,Top7_Bin_Center,Top8_Bin_Energy,Top8_Bin_Center,Top9_Bin_Energy,Top9_Bin_Center,Top10_Bin_Energy,Top10_Bin_Center,Label
2560.879941935038,3050.0,1665,2650.807420258908,1939.0,0.7572463613266935,0.0039001560062402497,1599.7457051935653,0.6298339336712149,0.370166066328785,2561.166496802506,3393.110544482739,0.0017946514423076922,0.0023867299399789985,-15.473447447911667,391.36446798336016,297925271685.1074,50,38404798830.24617,750,37636910854.29165,950,35104555412.47428,150,34870675222.665344,850,30536607764.15249,550,27654690771.11864,650,21676279607.8196,250,14755871097.885765,450,10146870544.093895,350,0
2556.2923516073697,3186.0,1862,1668.1644200366115,2231.0,0.8729655695057459,0.00468384074941452,1600.1552904336743,0.6596518193941272,0.34034818060587285,2556.9281962071614,3359.847186102934,0.001597044599677593,0.0022616649373226804,-10.654373030374684,183.80594701276573,765279581035.6104,50,102499211618.26028,750,78212300477.55908,850,57717145275.26185,550,56643199411.772675,150,53689923274.371155,950,52076758270.23053,650,28478177599.79397,250,24649315355.142258,450,19279027495.128994,1150,0
2559.9738172855705,3044.0,1751,2224.5204336947454,1953.0,0.7630009248496059,0.0035101404056162248,1669.9288298728131,0.6107935227396697,0.38920647726033036,2560.317663443352,3428.6923566352025,0.0017083428571428572,0.0024112543498336783,-12.599688957522943,266.8467463598165,374926499517.83563,50,59710866105.70406,750,44652427174.228226,850,36206520417.06561,950,32515573409.325573,550,31575977382.883766,650,29360510287.622967,150,14893878003.162064,250,13858581828.038467,450,10120821709.457825,350,0
2559.723860841733,3262.0,1065,2017.3448965977316,2347.0,0.9170367301550139,0.002730109204368175,1625.263507753994,0.6064434411211933,0.3935565588788067,2560.1172398623607,3323.044820191376,0.0028086466165413537,0.004109925228808704,-14.062302388472544,328.5905364188793,407764713388.2459,50,75300220877.68472,750,51156685727.4679,850,45590596600.99097,550,42859217563.107285,650,41227004871.1113,150,40616258075.56613,950,19092076883.85665,450,16911245479.49821,250,13640209425.966423,1150,0
2559.8088010555325,3192.0,1949,2507.7574989156183,2218.0,0.8665827498956363,0.004291845493562232,1659.860979860659,0.5866425218928385,0.4133574781071614,2560.138963545316,3275.909905977213,0.0015342402464065706,0.0020180380330550303,-14.446712082940316,366.5630223169199,323506168763.2331,50,64911686404.63879,750,43978415792.67749,550,41923578501.892654,650,39288020965.26647,850,37759960370.160355,950,33347467290.00813,150,16362807154.375898,250,14739381052.415298,450,10372855315.262756,1150,0
2557.9069003371346,3202.0,1957,2222.5187656380317,2316.0,0.9056082024592741,0.00468384074941452,1643.7822812386812,0.5952580577700889,0.4047419422299111,2558.4163680722295,3653.8006713948844,0.0015263803680981595,0.0019445822663745637,-12.801728230991014,273.7024308990643,528434945220.9408,50,102209836430.61926,750,63810808149.467834,850,61526907485.22626,550,55990364658.01192,650,55488768393.7661,950,47454185331.82614,150,21974546574.31483,450,19113344652.70101,250,18648321594.62899,1150,0
2559.1294595040094,3254.0,1474,2298.3023713437615,2283.0,0.8922319684615491,0.00351150994927819,1793.7580057019602,0.6168154823051154,0.3831845176948846,2559.507237311001,3381.4436982647767,0.0020234215885947047,0.003103380758983628,-14.672980967726122,363.1526556463842,427323551591.6904,50,50179018768.68173,750,40078895307.96278,150,38006052369.60333,850,36840280248.132126,950,29249441768.342064,650,28246416820.599777,550,16614213909.489243,250,13739107797.379593,2550,11299594467.804274,3950,0
2557.98602208833,3139.0,1371,1818.7879191946129,1953.0,0.7636572666950694,0.0027311744049941474,1691.2781777177433,0.7278766571686205,0.2721233428313795,2558.54192798567,3245.0825770819465,0.0021751824817518245,0.003105934536699452,-11.472307353090889,187.92740316038746,783140028813.3817,50,54114763630.54287,650,40068313819.77194,150,38366086817.64465,950,35773612664.195145,550,35389067289.29382,750,34252417123.65731,850,18622695826.789738,450,18596842440.402626,250,16292375637.321606,350,0
2555.003171674746,3219.0,1548,2283.4724207866475,2287.0,0.8952663287246998,0.00390625,1588.7269288310954,0.6512880663916333,0.3487119336083667,2555.459166165599,3299.500808676798,0.001929605688429218,0.0030541444559434093,-13.898625527792161,304.67293970819026,518548241012.5413,50,70644612967.42407,750,58746693951.28106,850,51279420505.13527,550,47019919667.51584,150,46546118839.62793,650,41820033376.688675,950,23754190092.152626,450,23429581529.590286,250,13748276813.391369,350,0
2557.089189056643,3223.0,1003,1858.4159407229397,2236.0,0.8745870036756186,0.00273224043715847,1696.526321175084,0.6058067548116434,0.3941932451883566,2557.543005011637,3495.6299138021254,0.0029635728542914174,0.004757934900788501,-12.915994025140568,273.3004615173559,467185403338.9623,50,85986714040.52048,750,47749249315.28354,650,47171360885.34706,550,45993731372.31859,950,41308306997.12697,850,36699334613.1835,150,31977636497.399,250,27446009041.379513,450,18925755757.387024,2550,0
2557.8178667334178,3258.0,1530,1898.9622610030365,2343.0,0.9161881485223036,0.00351150994927819,1583.0287576320052,0.6321567012024005,0.3678432987975995,2558.300662841563,3316.9905744598595,0.001955395683453237,0.003064437463712856,-11.800079256503441,231.584501426022,531802150572.07654,50,80586249522.42117,750,59212180971.50591,850,55824475114.28506,550,53721505726.74196,650,49348908043.37933,150,48257187271.38438,950,21595642675.13398,250,20324005007.23104,450,15622850954.891518,1150,0
2561.053707654405,3120.0,1202,2481.732341263221,2054.0,0.8021182077803511,0.002730109204368175,1647.862799645006,0.6152271970657052,0.3847728029342949,2561.387542619342,3424.0643997640705,0.0024712739383846794,0.0037452094241892608,-15.073270409962902,367.46326903652374,347668354108.6542,50,56021862054.94191,750,40190578685.8275,650,39955136185.80612,950,39794936200.502335,150,33521149924.479042,850,31916099297.669125,550,21648174032.6364,250,12666715696.413383,450,11881303443.025528,350,0
2553.194169823333,3144.0,1234,1388.6757198625337,2183.0,0.8552030981275228,0.003125,1661.9070864252913,0.7021923299012094,0.29780767009879067,2553.778183007687,3241.9467706827395,0.002418815896188159,0.004165577811129515,-10.677965725938435,174.76382253888616,753978108057.3945,50,83441251402.01639,750,52864929930.562744,150,52260535549.83008,950,46874554894.20045,550,44080621630.24094,650,37664856535.828476,850,25608281946.18651,250,21857924705.283188,350,19369406963.863976,450,0
2552.214429653255,3174.0,1991,2278.7005536655324,2128.0,0.8339187404909814,0.004694835680751174,1644.6763770880607,0.6489637869599643,0.3510362130400358,2552.621409592093,3311.5167033456073,0.0015008542713567839,0.002008483083161536,-12.771146999934183,271.02473237737905,450131669231.5468,50,55947953668.9799,850,54116383888.296135,750,52288493729.98214,550,34753976902.733284,950,34145429397.90155,150,32587067643.582233,650,29534005741.139046,250,17128080854.652424,450,15385458938.919224,1150,0
2555.3753130668415,3196.0,1900,2728.5457091418284,2205.0,0.8630046332980906,0.0042985541227041815,1588.448767917,0.6161288055239746,0.3838711944760254,2555.7237392188217,3269.8443106141995,0.0015604528699315428,0.0019224129139051192,-14.567824543680416,356.7466766225163,364421690516.0281,50,61169406970.608116,750,45703512517.08588,850,44037264748.26262,550,41101777359.74674,650,40757739511.073425,950,36247281821.79441,150,17321211384.177467,250,16985173732.83482,450,10877051342.548222,1150,0
2550.4992643739083,3189.0,1186,2438.1319850984564,2246.0,0.8807599691850235,0.0031311154598825833,1622.4819691868854,0.5990068950219699,0.4009931049780301,2550.9279721040953,3474.3500681913665,0.0025168776371308015,0.004328572761267193,-13.945394716328016,320.73471665560714,428054217752.13086,50,67845869489.962204,750,64320635627.79364,850,58427906576.241104,550,50059352659.51926,950,49510745283.398865,650,44281828721.053604,150,23346660983.823444,450,20136697896.363277,250,12455933072.727901,1150,0
2541.296976970965,3174.0,1449,1778.4003735574677,2282.0,0.8981453191262764,0.003142183817753339,1653.5830060540898,0.6526223390403763,0.3473776609596238,2541.8023450081073,3596.388796140904,0.002052140883977901,0.0034888549233644396,-11.749869425881913,219.90120430915113,602344424819.1433,50,82554510159.90485,750,50701804251.268394,650,49938832015.53479,150,47685702695.371086,850,44624841141.01315,550,40809026617.62039,950,19998945965.93354,450,16758464636.098183,1150,13332546012.19846,2550,0
2543.5602191096746,3205.0,1461,2050.3069121964236,2218.0,0.8721288248705507,0.0027472527472527475,1700.4772797987891,0.6047070628156112,0.39529293718438885,2543.9181256596657,3284.2260177093754,0.0020485616438356163,0.00350170085673172,-12.57460175500009,287.0111764401844,360070264429.4519,50,69554259787.67688,750,41823401840.43407,550,39775455784.48243,150,38733473547.90651,850,38542868177.08344,650,33304964282.63465,950,19230489290.26287,250,17031569514.4295,450,11797720670.831734,1150,0
