RMS,Peak_Amplitude,Num_Peaks,ZCR,Amplitude_Range,Spread_Ratio,IQR_Ratio,Spectral_Centroid_Hz,Low_Band_Ratio,High_Band_Ratio,Env_RMS,Env_Peak,Mean_Interval,Std_Interval,Waveform_Skew,Waveform_Kurt,Top1_Bin_Energy,Top1_Bin_Center,Top2_Bin_Energy,Top2_Bin_Center,Top3_Bin_Energy,Top3_Bin_Center,Top4_Bin_Energy,Top4_Bin_Center,Top5_Bin_Energy,Top5_Bin_Center,Top6_Bin_Energy,Top6_Bin_Center,Top7_Bin_Energy,Top7_Bin_Center,Top8_Bin_Energy,Top8_Bin_Center,Top9_Bin_Energy,Top9_Bin_Center,Top10_Bin_Energy,Top10_Bin_Center,Label
2568.528737788743,2967.0,392,4472.271317570947,1686.0,0.6564320833120779,0.001946282600233554,1169.540331748259,0.5114294937880943,0.48857050621190556,2568.627252036995,2988.1474144214785,0.007629923273657289,0.007606545824505522,-29.7666573288579,1309.6740309511117,83746336324.86212,50,34769139546.801254,750,28168537116.721687,850,21681556136.99331,950,12786650249.712082,650,9097014791.916685,550,8984390212.043266,150,7614030881.187698,250,4261202069.593421,450,2932548736.8613715,1050,0
2568.691193335721,2902.0,396,4547.607926869953,1374.0,0.5349155804340664,0.0023355391202802647,1268.7202242238502,0.4858141193960017,0.5141858806039983,2568.7527727534007,2931.8929228508614,0.007554936708860759,0.0067638461595021515,-30.10684489790972,1407.8924762222205,42729870299.02466,50,23039520950.653893,750,17563076658.03883,850,14043067001.399746,950,7979655391.508003,650,7794988142.050565,550,6676301796.239418,250,5922737021.641452,150,3625257218.1411514,450,2106946379.0685112,350,0
2568.4429960844536,2903.0,412,4533.537907341316,1444.0,0.5622226105788652,0.0023355391202802647,1248.9283829474884,0.4880253515056607,0.5119746484943394,2568.5083179816347,2936.550594942804,0.007252798053527981,0.0071957483192548796,-31.07661928215102,1477.1328122247871,46822864123.32785,50,22111333856.483932,750,19202932087.00164,850,15427238113.497189,950,9362285881.148073,650,7287312974.059048,550,6886934155.143166,250,6375931100.189383,150,3669383977.102996,450,2338164639.8692074,350,0
2568.885042394279,2960.0,418,4289.189549453478,1716.0,0.6680218307584334,0.0019455252918287938,1153.2996284601074,0.5292800839159436,0.47071991608405644,2568.9917537352108,3004.3538381336484,0.007143405275779376,0.0068387463553965374,-28.994189522683904,1247.6777686532587,94928224681.20206,50,42707273242.46912,750,27828413875.26289,850,18643727111.844746,950,12822114893.212154,650,12305694481.778103,550,9319546263.996798,150,6990484590.311305,250,4640320522.374337,450,2807485363.9066544,1150,0
2567.276280249636,2892.0,428,4552.189001601708,1310.0,0.5102787859793384,0.0019470404984423676,1293.6924021950106,0.4656816191251838,0.5343183808748163,2567.3284536168776,2920.303835847334,0.006945901639344262,0.006929555262124719,-30.965093410905,1512.7493941143853,32441254931.66884,50,17850224785.064423,750,16222729419.614151,850,12553558856.151434,950,7789076893.191777,650,6963858654.240471,250,5509168266.885464,550,5045743486.657417,150,3344089609.9374905,450,2487269212.9444413,350,0
2560.2540612474436,2891.0,401,4608.559324860736,1442.0,0.5632405772676392,0.001952362358453729,1236.8808574381699,0.498647889446448,0.5013521105535519,2560.3232578873917,2926.168866080125,0.0074205,0.006655920653823933,-30.554014081122745,1421.3817236564514,50725116460.32501,50,24025838380.086895,750,18933441459.887215,850,16969895098.897903,950,8965091627.609642,650,8709596281.56343,550,7011989021.845386,250,6565615854.756795,150,3938835668.8145776,450,2137865620.1356452,350,0
2561.171848265529,2892.0,400,4542.482569970311,1321.0,0.5157903581594317,0.00156128024980484,1296.9275430890775,0.4837034848921514,0.5162965151078486,2561.225638224164,2913.113040693124,0.0074771929824561404,0.006727678670319992,-29.902523788479737,1416.3963138364804,33885359432.422356,50,22681928764.524803,750,13921550201.706474,850,10777909487.33976,950,8139382009.663675,550,7361207924.446889,650,7056752723.88937,250,5148642827.358521,150,3481039795.042943,450,1945670393.9225192,350,0
2557.8203383633104,2914.0,414,4309.56904309569,1472.0,0.575504737620513,0.0023455824863174357,1250.9641566416838,0.48156174065084234,0.5184382593491577,2557.8858838593915,2931.41248642421,0.0071542372881355926,0.0063385948528697925,-31.145023594353372,1505.3902104077656,45923559420.25975,50,24156974507.925293,750,18520648985.61183,850,14461317111.872469,950,9591742162.03231,650,7180305263.232128,550,6819726307.213652,250,6497464307.690071,150,3489138889.5434256,450,2503537300.2699347,350,0
2556.8284016011544,2919.0,407,4123.611620693106,1556.0,0.6085867910556868,0.0019554165037152915,1196.0429439235259,0.5086787229164801,0.49132127708351986,2556.9138297998925,2957.960727351472,0.007358866995073893,0.0067593691734291195,-29.493731873378547,1318.2488046902772,68003973597.194,50,30304158800.49614,750,22661167879.18863,850,19119640203.529945,950,11299381830.948343,650,9921630289.460327,550,7738499169.150534,150,7308521092.338761,250,3964947104.266229,450,2353406763.5825677,1050,0
2563.462129459169,2901.0,365,4499.266079530291,1462.0,0.5703381232765456,0.0019500780031201249,1210.6317628029417,0.514010738349333,0.4859892616506671,2563.532576698845,2936.091736385989,0.00815934065934066,0.0073408607756793275,-30.282931432937964,1395.8045541880354,52304720293.265,50,27657372429.97333,750,18278479779.257557,850,14472622548.817057,950,10490714718.467533,550,8799322493.328163,650,7296888886.476437,250,6701575979.126781,150,4398629699.038807,450,1976200022.2045758,350,0
2564.3136424797062,2923.0,442,4503.035154425988,1551.0,0.604858977525045,0.0023391812865497076,1185.1079487215904,0.5117064607762469,0.48829353922375307,2564.3932077288687,2950.759514081214,0.006726984126984127,0.0063970884974843024,-30.483879005475384,1396.6279129395323,61627615673.38375,50,29929779972.86256,750,21345957679.429276,850,16102400061.308556,950,11239055537.670212,650,9635433808.004467,550,7975365541.992952,150,7636480573.5074415,250,4209296714.6954527,450,2321260429.7739415,350,0
2566.2173470165662,2892.0,397,4543.031353080331,1362.0,0.5307542819427066,0.0019477989871445266,1256.8368279976582,0.4879859990911546,0.5120140009088454,2566.275461717134,2915.365968431527,0.0075315656565656565,0.006646069589092712,-30.771467648063382,1460.1234838702148,40005680495.491035,50,23103707679.10527,750,16579007218.284813,850,12062324011.474009,950,7765667632.534873,650,7548744633.0023,550,6605335674.423912,250,5646945563.138262,150,3443279496.2241488,450,2128855043.1498976,350,0
